movieId,title,genres,release_date,poster_url,IMDb Rating,Rotten Tomatoes,Director,Lead Actors,Oscars Won,Golden Globes Won,BAFTAs Won,Runtime,Language
4635,Pink Cadillac (1989),Action|Comedy|Drama,26-May-89,https://m.media-amazon.com/images/M/MV5BODJjOTBjODctNjBiYS00YzA2LTkzMTItNGJlNTE3Y2I1ZDYyXkEyXkFqcGc@._V1_SX300.jpg,5.4,24%,Buddy Van Horn,"Clint Eastwood, Bernadette Peters, Timothy Carhart",0,0,0,122 min,English
4636,"Punisher, The (1989)",Action,05-Oct-89,https://m.media-amazon.com/images/M/MV5BYTk4NDEwM2ItOWJmYi00YjgxLTk5MTQtYTNlNzc1MmQzMmU4XkEyXkFqcGc@._V1_SX300.jpg,5.6,25%,Mark Goldblatt,"Dolph Lundgren, Louis Gossett Jr., Jeroen Krabbé",0,0,0,89 min,English
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,18-Jul-01,https://m.media-amazon.com/images/M/MV5BN2FmMjhlZDYtNmYyMy00NTdjLTlhYzYtZWNlMDY2MmUzOGM2XkEyXkFqcGc@._V1_SX300.jpg,5.9,49%,Joe Johnston,"Sam Neill, William H. Macy, Téa Leoni",0,0,0,92 min,"English, Spanish"
4639,America's Sweethearts (2001),Comedy|Romance,20-Jul-01,https://m.media-amazon.com/images/M/MV5BNDZkZDZjYzctYTIwZi00YmU3LWE1MzgtNjY1OTMxOWIwNWNlXkEyXkFqcGc@._V1_SX300.jpg,5.7,33%,Joe Roth,"Julia Roberts, John Cusack, Billy Crystal",0,0,0,102 min,English
4640,Brother (2000),Action|Crime|Thriller,13-Dec-00,https://m.media-amazon.com/images/M/MV5BNGFmYWMwMWMtNWY3OC00MWNlLWE1MjYtYjVlYjU1NjNlNTc2XkEyXkFqcGc@._V1_SX300.jpg,7.1,47%,Takeshi Kitano,"Takeshi Kitano, Claude Maki, Omar Epps",0,0,0,114 min,"English, Japanese, Italian, Spanish"
4641,Ghost World (2001),Comedy|Drama,21-Sep-01,https://m.media-amazon.com/images/M/MV5BNzQ4NmFmYzYtNGJmZi00NGNkLTk2YTktM2Q0MzQ5MWRlZGEyXkEyXkFqcGc@._V1_SX300.jpg,7.3,93%,Terry Zwigoff,"Steve Buscemi, Thora Birch, Scarlett Johansson",1,0,0,111 min,English
4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical,31-Aug-01,https://m.media-amazon.com/images/M/MV5BN2Q4MGJmYTgtNDhiMS00MTcwLTlhZjgtN2U5NWUyYzFiMWRmXkEyXkFqcGc@._V1_SX300.jpg,7.7,92%,John Cameron Mitchell,"John Cameron Mitchell, Miriam Shor, Stephen Trask",0,0,0,95 min,"English, German"
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,27-Jul-01,https://m.media-amazon.com/images/M/MV5BYjczODRhOTQtZjdkYi00MmM2LTg1ZmEtZDQ3YjA5MDJhODNhXkEyXkFqcGc@._V1_SX300.jpg,5.7,43%,Tim Burton,"Mark Wahlberg, Helena Bonham Carter, Tim Roth",0,0,2,120 min,English
4644,Bread and Tulips (Pane e tulipani) (2000),Comedy|Drama|Romance,02-Nov-01,https://m.media-amazon.com/images/M/MV5BM2JiZWQ4NDItY2EyMS00ZGMyLTkyNjMtMmEyOTQzNmJkZTQ4XkEyXkFqcGc@._V1_SX300.jpg,7.3,71%,Silvio Soldini,"Licia Maglietta, Bruno Ganz, Giuseppe Battiston",0,0,0,114 min,Italian
4645,Cure (1997),Crime|Horror|Thriller,08-Jul-01,https://m.media-amazon.com/images/M/MV5BNDcyMTRiMWQtMjA4MS00OTk3LTkxYmMtMjI4ODAyNGVlZTU0XkEyXkFqcGc@._V1_SX300.jpg,7.5,94%,Kiyoshi Kurosawa,"Masato Hagiwara, Kôji Yakusho, Tsuyoshi Ujiki",0,0,0,111 min,"Japanese, Spanish"
4646,Greenfingers (2000),Comedy|Drama,14-Sep-01,https://m.media-amazon.com/images/M/MV5BMDRkYWIxNDItMDc0ZC00NGQyLWJlY2EtMzZiNzQxNmUyZDZjXkEyXkFqcGc@._V1_SX300.jpg,6.8,47%,Joel Hershman,"Clive Owen, Helen Mirren, David Kelly",0,0,0,91 min,English
4649,Wet Hot American Summer (2001),Comedy,27-Jul-01,https://m.media-amazon.com/images/M/MV5BODUzOTRmMWUtMDZlNS00ZDhiLTg1NDYtOGVjMmM5MmQ3ZmYzXkEyXkFqcGc@._V1_SX300.jpg,6.5,39%,David Wain,"Janeane Garofalo, David Hyde Pierce, Michael Showalter",0,0,0,97 min,English
4653,"Return of the Musketeers, The (1989)",Adventure|Comedy,19-Apr-89,https://m.media-amazon.com/images/M/MV5BOTQ2N2ZiMjItZmJjMS00NWM0LThkOTItOTFjZmM3ZTNlMDk3XkEyXkFqcGc@._V1_SX300.jpg,5.9,60%,Richard Lester,"Michael York, Oliver Reed, Frank Finlay",0,0,0,102 min,"English, Italian"
4654,Road House (1989),Action|Drama,19-May-89,https://m.media-amazon.com/images/M/MV5BMTU1MTE2Mjk2OF5BMl5BanBnXkFtZTcwMTUzNjYzNA@@._V1_SX300.jpg,6.7,44%,Rowdy Herrington,"Patrick Swayze, Kelly Lynch, Sam Elliott",0,0,0,114 min,"English, Portuguese"
4658,Santa Sangre (1989),Drama|Horror|Mystery|Thriller,27-Jun-90,https://m.media-amazon.com/images/M/MV5BNzEzZDRiMzMtYTBiNy00YmIyLWEyYjQtODRlNDRmYWNjMWZhXkEyXkFqcGc@._V1_SX300.jpg,7.5,89%,Alejandro Jodorowsky,"Axel Jodorowsky, Blanca Guerra, Guy Stockwell",0,0,0,123 min,English
4660,Scenes from the Class Struggle in Beverly Hills (1989),Comedy,01-Jul-89,https://m.media-amazon.com/images/M/MV5BZTVjMThkNjMtM2UzZi00MTE1LThkY2QtNDJjYzdhMTkyMjJiXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,5.9,78%,Paul Bartel,"Jacqueline Bisset, Ray Sharkey, Mary Woronov",0,0,0,103 min,English
4661,Sea of Love (1989),Crime|Drama|Thriller,15-Sep-89,https://m.media-amazon.com/images/M/MV5BNTQ4ODNhMmQtZDM3MC00MTUyLWIwN2MtYWNhZjE5MTljNjIyXkEyXkFqcGc@._V1_SX300.jpg,6.8,76%,Harold Becker,"Al Pacino, Ellen Barkin, John Goodman",0,0,0,113 min,English
4662,"See No Evil, Hear No Evil (1989)",Comedy|Crime,12-May-89,https://m.media-amazon.com/images/M/MV5BOThiYmVhMTItZGFiNS00MDRmLTkwZWUtODcyNGZlYmMzZGRlXkEyXkFqcGc@._V1_SX300.jpg,6.8,27%,Arthur Hiller,"Richard Pryor, Gene Wilder, Joan Severance",0,0,0,103 min,English
4663,She's Out of Control (1989),Comedy,14-Apr-89,https://m.media-amazon.com/images/M/MV5BYTI2MDE3NzMtOGEwZi00NjNjLWI0ZGMtOTQ2NzE5OGYxZTU0XkEyXkFqcGc@._V1_SX300.jpg,5.4,11%,Stan Dragoti,"Tony Danza, Catherine Hicks, Wallace Shawn",0,0,0,90 min,English
4666,Skin Deep (1989),Comedy,03-Mar-89,https://m.media-amazon.com/images/M/MV5BYzkwYzkwY2ItY2QyOC00NDJiLWI5ZTMtMGI3NDUxODM0ZDc3XkEyXkFqcGc@._V1_SX300.jpg,6.1,32%,Blake Edwards,"John Ritter, Vincent Gardenia, Alyson Reed",0,0,0,101 min,English
4670,"Stepfather, The (1987)",Horror|Thriller,05-Jun-87,https://m.media-amazon.com/images/M/MV5BMmRhYjM3YTctZTdjZi00NmRlLTk0ODItMWRmYzMxNDFiNDQ1XkEyXkFqcGc@._V1_SX300.jpg,6.7,89%,Joseph Ruben,"Terry O'Quinn, Jill Schoelen, Shelley Hack",0,0,0,89 min,English
4671,Sweetie (1989),Drama,28-Sep-89,https://m.media-amazon.com/images/M/MV5BN2NlOGNmZTYtZjU2OS00YTRmLTgxY2ItM2ExMmQ1M2VkYTI3XkEyXkFqcGc@._V1_SX300.jpg,6.7,90%,Jane Campion,"Geneviève Lemon, Karen Colston, Tom Lycos",0,0,0,97 min,English
4672,"Tall Guy, The (1989)",Comedy|Romance,21-Sep-90,https://m.media-amazon.com/images/M/MV5BMTI3NDc5OTItNjExMC00MDE1LTlhZGQtNTRjYTk4MDk5MThkXkEyXkFqcGc@._V1_SX300.jpg,6.2,86%,Mel Smith,"Jeff Goldblum, Rowan Atkinson, Emma Thompson",0,0,0,92 min,English
4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller,22-Dec-89,https://m.media-amazon.com/images/M/MV5BYjcwNzI2ZWQtMDE2Yy00MGU2LTljZGYtZmVjZmQ4NDYzZmI2XkEyXkFqcGc@._V1_SX300.jpg,6.4,31%,Andrei Konchalovsky,"Sylvester Stallone, Kurt Russell, Teri Hatcher",0,0,0,104 min,English
4675,Three Fugitives (1989),Action|Comedy,27-Jan-89,https://m.media-amazon.com/images/M/MV5BYjY2NTg0ZmItNmMzMS00YTMxLThkMTUtM2Y0YmQ3Yzc4MWMyXkEyXkFqcGc@._V1_SX300.jpg,6.2,14%,Francis Veber,"Nick Nolte, Martin Short, Sarah Rowland Doroff",0,0,0,96 min,English
4676,Troop Beverly Hills (1989),Comedy,24-Mar-89,https://m.media-amazon.com/images/M/MV5BMzIxOGE1ZjAtMjc5NS00NzlkLWExM2UtNmQzZTE2NGYxYzMwXkEyXkFqcGc@._V1_SX300.jpg,5.9,14%,Jeff Kanew,"Shelley Long, Craig T. Nelson, Betty Thomas",0,0,0,105 min,English
4677,Turner & Hooch (1989),Comedy|Crime,28-Jul-89,https://m.media-amazon.com/images/M/MV5BYzYzYTliNGYtMGQzZS00ZGE0LWFmM2UtMzRlYWQ5NzI5ZTVlXkEyXkFqcGc@._V1_SX300.jpg,6.2,50%,Roger Spottiswoode,"Tom Hanks, Mare Winningham, Craig T. Nelson",0,0,0,97 min,English
4678,UHF (1989),Comedy,21-Jul-89,https://m.media-amazon.com/images/M/MV5BMzE4ZWNiNDctMjY3MS00ZWNlLWFlMmQtZDE1OTg4NjczNjViXkEyXkFqcGc@._V1_SX300.jpg,6.9,63%,Jay Levey,"'Weird Al' Yankovic, Victoria Jackson, Kevin McCarthy",0,0,0,97 min,English
4679,Uncle Buck (1989),Comedy,16-Aug-89,https://m.media-amazon.com/images/M/MV5BYmRjMTIxZDgtMGI2ZC00ZGYwLWFlMjUtYmE5MzllYWZjNWJmXkEyXkFqcGc@._V1_SX300.jpg,7.1,59%,John Hughes,"John Candy, Macaulay Culkin, Jean Louisa Kelly",0,0,0,100 min,English
4681,"War of the Roses, The (1989)",Comedy|Drama,08-Dec-89,https://m.media-amazon.com/images/M/MV5BMWZkOTA1YzAtZDM2MC00YTY5LTllNGMtOGExYTIxMTA2Y2FkXkEyXkFqcGc@._V1_SX300.jpg,6.8,83%,Danny DeVito,"Michael Douglas, Kathleen Turner, Danny DeVito",0,0,1,116 min,English
4683,"Wizard, The (1989)",Adventure|Children|Comedy|Drama,15-Dec-89,https://m.media-amazon.com/images/M/MV5BYmUwZTFmNWUtNmEzOS00NWU2LWIyMDYtYjUzZTdmNDVhM2RjXkEyXkFqcGc@._V1_SX300.jpg,6.1,29%,Todd Holland,"Fred Savage, Luke Edwards, Jenny Lewis",0,0,0,100 min,English
4686,Weekend at Bernie's II (1993),Adventure|Comedy,09-Jul-93,https://m.media-amazon.com/images/M/MV5BZjI1NmJhN2MtMjQwNy00MDM0LWFhODMtNDhkMWIxYWNiZDRjXkEyXkFqcGc@._V1_SX300.jpg,4.8,13%,Robert Klane,"Andrew McCarthy, Jonathan Silverman, Terry Kiser",0,0,0,97 min,English
4687,Billy Liar (1963),Comedy,16-Dec-63,https://m.media-amazon.com/images/M/MV5BOTYyMTMxZGQtNDU2ZS00YTMzLWFhNmItZmUxZmE3MGE5YmY0XkEyXkFqcGc@._V1_SX300.jpg,7.2,95%,John Schlesinger,"Tom Courtenay, Julie Christie, Wilfred Pickles",0,0,6,98 min,English
4688,Black Robe (1991),Adventure|Drama,04-Oct-91,https://m.media-amazon.com/images/M/MV5BYzExZjRmMTAtMWI4NS00YTA0LTkxOGEtN2YzNGRhYmRiMjUwXkEyXkFqcGc@._V1_SX300.jpg,7.1,92%,Bruce Beresford,"Lothaire Bluteau, Aden Young, Sandrine Holt",0,0,0,101 min,"English, Algonquin, Mohawk, Cree, Latin, French"
4689,"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)",Mystery|Thriller,26-May-71,https://m.media-amazon.com/images/M/MV5BMTMxYjhiOWEtMDQ5OC00NjA5LTk3MmYtZDFiZWQ1YWY0ZWMxXkEyXkFqcGc@._V1_SX300.jpg,6.6,81%,Dario Argento,"James Franciscus, Karl Malden, Catherine Spaak",0,0,0,112 min,"English, Italian"
4690,"Cotton Club, The (1984)",Crime|Musical,14-Dec-84,https://m.media-amazon.com/images/M/MV5BZWNiNDcyOTktZTFmMi00N2IyLWJhMTctMWRkYjY0M2VhNjAxXkEyXkFqcGc@._V1_SX300.jpg,6.6,75%,Francis Ford Coppola,"Richard Gere, Gregory Hines, Diane Lane",2,0,0,129 min,"English, Italian"
4695,Who'll Stop the Rain (1978),Crime|Drama,23-Aug-78,https://m.media-amazon.com/images/M/MV5BOWU4NTI2NGQtOWM2Mi00YzUyLThjNzEtZjljOTZiMzNlYTEyXkEyXkFqcGc@._V1_SX300.jpg,6.7,79%,Karel Reisz,"Nick Nolte, Tuesday Weld, Michael Moriarty",0,0,0,126 min,English
4697,Basket Case (1982),Comedy|Horror,02-Apr-82,https://m.media-amazon.com/images/M/MV5BMGIwNTA1NjktZmUxNi00NGMzLTg5M2QtMzA2MzkxZGY4MWM5XkEyXkFqcGc@._V1_SX300.jpg,6.2,78%,Frank Henenlotter,"Kevin VanHentenryck, Terri Susan Smith, Beverly Bonner",0,0,0,91 min,English
4699,Original Sin (2001),Drama|Romance|Thriller,03-Aug-01,https://m.media-amazon.com/images/M/MV5BODg3Mjg0MDY4M15BMl5BanBnXkFtZTcwNjY5MDQ2NA@@._V1_SX300.jpg,6.0,12%,Michael Cristofer,"Antonio Banderas, Angelina Jolie, Thomas Jane",0,0,0,116 min,"English, German, Japanese, Latin, Spanish, French"
4700,"Princess Diaries, The (2001)",Children|Comedy|Romance,03-Aug-01,https://m.media-amazon.com/images/M/MV5BMzNiYWQ4NjUtZjliMS00MTllLWIxNDItNGU1MjBkMTE3ODg1XkEyXkFqcGc@._V1_SX300.jpg,6.4,49%,Garry Marshall,"Julie Andrews, Anne Hathaway, Hector Elizondo",0,0,0,115 min,"English, Dutch, Italian"
4701,Rush Hour 2 (2001),Action|Comedy,03-Aug-01,https://m.media-amazon.com/images/M/MV5BMGM0OTM4NGYtYzkzMC00OGZmLWEwZTItOTg4ZTdkYTIxOTc0XkEyXkFqcGc@._V1_SX300.jpg,6.7,51%,Brett Ratner,"Jackie Chan, Chris Tucker, John Lone",0,0,0,90 min,"English, Mandarin, Cantonese"
4703,Chocolat (1988),Drama,01-May-89,https://m.media-amazon.com/images/M/MV5BMjI2NDcyMDc0Ml5BMl5BanBnXkFtZTcwOTA0NjMzNA@@._V1_SX300.jpg,7.3,71%,Claire Denis,"Isaach De Bankolé, Giulia Boschi, François Cluzet",0,0,0,105 min,"French, English, Hausa, Arabic"
4704,Hatari! (1962),Adventure|Comedy,19-Jun-62,https://m.media-amazon.com/images/M/MV5BMzVkYTBlZDQtNDliZi00NDI2LTk1YTktMTU1YWE2MTBkODNmXkEyXkFqcGc@._V1_SX300.jpg,7.1,65%,Howard Hawks,"John Wayne, Elsa Martinelli, Hardy Krüger",1,0,0,157 min,"English, Swahili, Italian, French"
4705,"Cage aux Folles, La (1978)",Comedy,13-May-79,https://m.media-amazon.com/images/M/MV5BM2RmZjAyNmItOGY2OS00NWJiLTk5NWUtOTg5YTVjMzkwYmVhXkEyXkFqcGc@._V1_SX300.jpg,7.2,92%,Édouard Molinaro,"Ugo Tognazzi, Michel Serrault, Claire Maurier",3,0,0,97 min,French
4708,Marat/Sade (1966),Drama|Musical,13-Apr-67,https://m.media-amazon.com/images/M/MV5BNWZhMjNiYzktYTI4YS00Njk2LWFhZDAtMzQ3OGQzZWFjMGJmXkEyXkFqcGc@._V1_SX300.jpg,7.5,93%,Peter Brook,"Patrick Magee, Clifford Rose, Glenda Jackson",0,0,0,119 min,English
4709,Paint Your Wagon (1969),Comedy|Musical|Western,15-Oct-69,https://m.media-amazon.com/images/M/MV5BMzIwNjViZWUtOTgyZC00MWFlLWFkMzMtNTFiODhkNDA4NDQ5XkEyXkFqcGc@._V1_SX300.jpg,6.6,45%,Joshua Logan,"Lee Marvin, Clint Eastwood, Jean Seberg",1,0,0,164 min,English
4710,"Shootist, The (1976)",Drama|Western,21-Jul-76,https://m.media-amazon.com/images/M/MV5BYTMxODM2ZDgtMWMxYy00ZmM5LWJlMWEtMDI0MWVkZWUxZDUyXkEyXkFqcGc@._V1_SX300.jpg,7.6,81%,Don Siegel,"John Wayne, Lauren Bacall, Ron Howard",1,0,0,100 min,English
4711,Theremin: An Electronic Odyssey (1993),Documentary,24-Aug-95,https://m.media-amazon.com/images/M/MV5BMDllYTkyMjUtNTY3NC00N2JlLWEwMWMtNzAxMTQ0MzczYmEyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,7.3,100%,Steven M. Martin,"Leon Theremin, Robert Moog, Clara Rockmore",0,0,1,83 min,"English, Russian"
4713,Altered States (1980),Drama|Sci-Fi,25-Dec-80,https://m.media-amazon.com/images/M/MV5BMjA3ZmU3ZjEtMmJkNC00MzZjLWEzZTEtZDdmN2Y3OWJhMmFjXkEyXkFqcGc@._V1_SX300.jpg,6.9,85%,Ken Russell,"William Hurt, Blair Brown, Bob Balaban",2,0,0,102 min,"English, Spanish"
4714,Any Which Way You Can (1980),Comedy,17-Dec-80,https://m.media-amazon.com/images/M/MV5BNzdmZWUyNjYtZTExOS00NGE3LWE0MjAtY2JiNDE5MDljZjY0XkEyXkFqcGc@._V1_SX300.jpg,6.1,20%,Buddy Van Horn,"Clint Eastwood, Sondra Locke, Geoffrey Lewis",0,0,0,116 min,English
4715,"Awakening, The (1980)",Horror,31-Oct-80,https://m.media-amazon.com/images/M/MV5BZDM4ZWQ3OGItMzE3Yi00Zjk3LWEwNDYtMTNjNTU5YTMwZDI0XkEyXkFqcGc@._V1_SX300.jpg,4.9,0%,Mike Newell,"Charlton Heston, Susannah York, Jill Townsend",0,0,0,101 min,English
4717,"Battle Creek Brawl (Big Brawl, The) (1980)",Action|Comedy,29-Aug-80,https://m.media-amazon.com/images/M/MV5BYTIzYTQ3ZTAtN2NhMy00NzEyLWEzY2MtY2FlOGM1OWQ1YjBiXkEyXkFqcGc@._V1_SX300.jpg,5.7,67%,Robert Clouse,"Jackie Chan, Kristine DeBell, José Ferrer",0,0,0,95 min,English
4718,American Pie 2 (2001),Comedy,10-Aug-01,https://m.media-amazon.com/images/M/MV5BM2I4MDEwOTctNGE0Yi00NTJlLThiZGEtNzU1YjExNmRlYzI2XkEyXkFqcGc@._V1_SX300.jpg,6.4,51%,J.B. Rogers,"Jason Biggs, Seann William Scott, Shannon Elizabeth",0,0,0,108 min,English
4719,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller,10-Aug-01,https://m.media-amazon.com/images/M/MV5BYWRkZWE3M2YtMjI0MC00ODk2LThhYTktN2ZmM2RiMTJiZGYwXkEyXkFqcGc@._V1_SX300.jpg,6.3,55%,"Bobby Farrelly, Peter Farrelly","Laurence Fishburne, Chris Rock, David Hyde Pierce",0,0,0,95 min,English
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller,10-Aug-01,https://m.media-amazon.com/images/M/MV5BZTNhODBkODAtNDllYy00YTg1LWJmNDUtYjgzMzEzOWQ0YWNjXkEyXkFqcGc@._V1_SX300.jpg,7.6,84%,Alejandro Amenábar,"Nicole Kidman, Christopher Eccleston, Fionnula Flanagan",0,0,2,104 min,English
4721,American Outlaws (2001),Action|Comedy|Western,17-Aug-01,https://m.media-amazon.com/images/M/MV5BMTIwMTYxODAzMV5BMl5BanBnXkFtZTYwNTM3Nzc5._V1_SX300.jpg,5.9,13%,Les Mayfield,"Colin Farrell, Scott Caan, Ali Larter",0,0,0,94 min,English
4722,All Over the Guy (2001),Comedy,07-Mar-02,https://m.media-amazon.com/images/M/MV5BMGQxNWQ1MjItNGFhYS00ZDY3LWFhNzYtZjJhM2RiMWMzZTVhXkEyXkFqcGc@._V1_SX300.jpg,6.4,43%,Julie Davis,"Dan Bucatinsky, Richard Ruccolo, Sasha Alexander",0,0,0,95 min,English
4723,"Deep End, The (2001)",Drama,31-Aug-01,https://m.media-amazon.com/images/M/MV5BNGFiOWUyM2ItZTcyNy00M2U0LThmYzAtMzMyYWU0MmVlNmZiXkEyXkFqcGc@._V1_SX300.jpg,6.5,82%,"Scott McGehee, David Siegel","Tilda Swinton, Goran Visnjic, Jonathan Tucker",0,0,0,101 min,English
4725,Session 9 (2001),Horror|Thriller,14-Sep-01,https://m.media-amazon.com/images/M/MV5BMTNmZjU1ZmYtYzkwYS00Yzk3LWEwODQtZmFmOWZkNDY4OGEwXkEyXkFqcGc@._V1_SX300.jpg,6.4,68%,Brad Anderson,"David Caruso, Stephen Gevedon, Paul Guilfoyle",0,0,0,97 min,English
4727,Captain Corelli's Mandolin (2001),Drama|Romance|War,17-Aug-01,https://m.media-amazon.com/images/M/MV5BMTA3Nzg5YzYtMDIzNy00ZmNlLWIxN2UtNTFhM2M5MmMyYmJkXkEyXkFqcGc@._V1_SX300.jpg,5.9,28%,John Madden,"Nicolas Cage, Penélope Cruz, John Hurt",0,0,0,131 min,"English, Greek, German, Italian"
4728,Rat Race (2001),Comedy,17-Aug-01,https://m.media-amazon.com/images/M/MV5BZGY0NDk4ZjEtZmZiYS00ZTE5LTlmMDktNGI3NTYzYjdlYTE5XkEyXkFqcGc@._V1_SX300.jpg,6.5,45%,Jerry Zucker,"Breckin Meyer, Amy Smart, Whoopi Goldberg",0,0,0,112 min,English
4732,Bubble Boy (2001),Comedy,24-Aug-01,https://m.media-amazon.com/images/M/MV5BZmI0MjYyZTktNDI1Zi00ZGVmLWE2MWMtYmIwNWY3NjcyY2E4XkEyXkFqcGc@._V1_SX300.jpg,5.7,32%,Blair Hayes,"Jake Gyllenhaal, Swoosie Kurtz, Marley Shelton",0,0,0,84 min,English
4733,"Curse of the Jade Scorpion, The (2001)",Comedy,24-Aug-01,https://m.media-amazon.com/images/M/MV5BMzBmMTk3ZmItZTg1Zi00OWU4LWFmN2EtZjU4Y2RmZTcwYmU0XkEyXkFqcGc@._V1_SX300.jpg,6.7,45%,Woody Allen,"Greg Stebner, Woody Allen, John Tormey",0,0,0,103 min,"English, French"
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy,24-Aug-01,https://m.media-amazon.com/images/M/MV5BZjAxZDU1YjYtOGJjZC00NjQ2LWFhNjEtZGVhZDZhYTlhMzUyXkEyXkFqcGc@._V1_SX300.jpg,6.8,52%,Kevin Smith,"Jason Mewes, Kevin Smith, Amy Noble",0,0,0,104 min,English
4735,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller,24-Aug-01,https://m.media-amazon.com/images/M/MV5BNTY5MWQ2YzUtNGM4YS00ZTYxLWJkMGUtMTg2ODlkNDUwMzY1XkEyXkFqcGc@._V1_SX300.jpg,4.9,23%,John Carpenter,"Natasha Henstridge, Ice Cube, Pam Grier",0,0,0,98 min,English
4736,Summer Catch (2001),Comedy|Drama|Romance,24-Aug-01,https://m.media-amazon.com/images/M/MV5BOWMxNGM4YTItMjY3NC00MzIzLWI2MDMtMGZmOGIyZjdkNDNiXkEyXkFqcGc@._V1_SX300.jpg,5.1,8%,Michael Tollin,"Freddie Prinze Jr., Jessica Biel, Fred Ward",0,0,0,104 min,English
4738,Happy Accidents (2000),Romance|Sci-Fi,12-Sep-01,https://m.media-amazon.com/images/M/MV5BMTYyNDY2ODg3NF5BMl5BanBnXkFtZTcwMDQ0Mjk3OA@@._V1_SX300.jpg,7.1,70%,Brad Anderson,"Marisa Tomei, Vincent D'Onofrio, Holland Taylor",0,0,0,110 min,English
4740,Maybe Baby (2000),Comedy|Romance,24-Aug-01,https://m.media-amazon.com/images/M/MV5BMTQzMTE2OTQzNF5BMl5BanBnXkFtZTYwNTgyODc5._V1_SX300.jpg,5.6,50%,"Ben Elton, Hugh Laurie","Hugh Laurie, Joely Richardson, Matthew Macfadyen",0,0,0,104 min,English
4741,Together (Tillsammans) (2000),Comedy|Drama|Romance,21-Sep-01,https://m.media-amazon.com/images/M/MV5BNDYwZjVhOTctNmEyZi00NDk3LTkxYmYtYjgzZGM2ZTJkODUwXkEyXkFqcGc@._V1_SX300.jpg,7.4,90%,Lukas Moodysson,"Lisa Lindgren, Michael Nyqvist, Emma Samuelsson",0,0,0,106 min,Swedish
4743,Tortilla Soup (2001),Comedy|Romance,31-Aug-01,https://m.media-amazon.com/images/M/MV5BMmVhN2E1ZDgtODQ1Yy00MDU4LTgyYmQtNzczYmVhY2ZhYjlhXkEyXkFqcGc@._V1_SX300.jpg,6.7,76%,Maria Ripoll,"Hector Elizondo, Jacqueline Obradors, Tamara Mello",0,0,0,102 min,"English, Spanish"
4744,Jeepers Creepers (2001),Horror,31-Aug-01,https://m.media-amazon.com/images/M/MV5BMTkwNDU0NTE0OV5BMl5BanBnXkFtZTgwNzAzNzQyMTI@._V1_SX300.jpg,6.2,46%,Victor Salva,"Gina Philips, Justin Long, Jonathan Breck",0,0,0,90 min,English
4745,O (2001),Drama,31-Aug-01,https://m.media-amazon.com/images/M/MV5BMTg0MzA1ODg5M15BMl5BanBnXkFtZTYwODYxMTU3._V1_SX300.jpg,6.1,65%,Tim Blake Nelson,"Mekhi Phifer, Julia Stiles, Martin Sheen",0,0,0,95 min,English
4748,3 Ninjas (1992),Action|Children|Comedy,07-Aug-92,https://m.media-amazon.com/images/M/MV5BYTEzMTJhZmMtMWM3OS00OTk3LWE2NWQtNjgyMWE0ZTM4ZTdkXkEyXkFqcGc@._V1_SX300.jpg,5.3,35%,Jon Turteltaub,"Victor Wong, Michael Treanor, Max Elliott Slade",0,0,0,84 min,English
4749,3 Ninjas Kick Back (1994),Action|Children|Comedy,06-May-94,https://m.media-amazon.com/images/M/MV5BZDA1MWI2NjgtYWU5OS00MzJjLTkyOGMtZjMxYjRkNDA5ZWQyXkEyXkFqcGc@._V1_SX300.jpg,4.6,15%,Charles T. Kanganis,"Victor Wong, Max Elliott Slade, Sean Fox",0,0,0,93 min,English
4750,3 Ninjas Knuckle Up (1995),Action|Children,07-Apr-95,https://m.media-amazon.com/images/M/MV5BZjU5YjdjZjMtNzhmZS00Yjg2LTliZjUtNjVmOWYyNzgxYzA0XkEyXkFqcGc@._V1_SX300.jpg,4.3,N/A,Shin Sang-ok,"Victor Wong, Charles Napier, Michael Treanor",0,0,0,85 min,English
4754,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller,07-Aug-74,https://m.media-amazon.com/images/M/MV5BMWU5NmUxMmYtM2QwYS00ODc1LTkxOGItMWY3ZmEzNzJkNGU3XkEyXkFqcGc@._V1_SX300.jpg,7.5,91%,Robin Hardy,"Edward Woodward, Christopher Lee, Diane Cilento",0,0,0,88 min,English
4756,"Musketeer, The (2001)",Action|Adventure|Drama|Romance,07-Sep-01,https://m.media-amazon.com/images/M/MV5BNzNjMTEzOTYtMDMxNC00YWI2LTkwMzItZTM0OGNmNTkyOGI1XkEyXkFqcGc@._V1_SX300.jpg,4.7,11%,Peter Hyams,"Justin Chambers, Catherine Deneuve, Mena Suvari",0,0,0,104 min,English
